snapshot_ts,expiry,days_to_expiry,strike,option_type,bid,ask,mark_price,underlying_price,implied_vol,delta,gamma,vega,open_interest,volume_24h
2026-03-17T17:11:45Z,2026-03-20,3,72000.0,C,0.036,0.0385,0.0372,74200.15,0.5636,0.74366,9e-05,20.22908,410.0,35.3
2026-03-17T17:11:45Z,2026-03-20,3,72000.0,P,0.007,0.008,0.0075,74200.15,0.5636,-0.25634,9e-05,20.22908,224.1,76.5
2026-03-17T17:11:45Z,2026-03-20,3,72500.0,C,0.0315,0.033,0.0322,74198.38,0.5553,0.69709,0.0001,21.93852,0.2,0.0
2026-03-17T17:11:45Z,2026-03-20,3,72500.0,P,0.009,0.0095,0.0093,74198.38,0.5553,-0.30291,0.0001,21.93852,30.1,9.9
2026-03-17T17:11:45Z,2026-03-20,3,73000.0,C,0.027,0.028,0.0275,74198.38,0.5455,0.6464,0.00011,23.35586,961.2,99.4
2026-03-17T17:11:45Z,2026-03-20,3,73000.0,P,0.011,0.0115,0.0113,74198.38,0.5455,-0.3536,0.00011,23.35586,696.5,377.6
2026-03-17T17:11:45Z,2026-03-20,3,73500.0,C,0.0225,0.0235,0.0232,74200.15,0.5366,0.59149,0.00012,24.40156,14.1,4.7
2026-03-17T17:11:45Z,2026-03-20,3,73500.0,P,0.0135,0.014,0.0137,74198.38,0.5366,-0.40872,0.00012,24.40394,21.5,36.3
2026-03-17T17:11:45Z,2026-03-20,3,74000.0,C,0.0185,0.0195,0.0193,74200.15,0.5306000000000001,0.53291,0.00012,24.97822,961.8,165.5
2026-03-17T17:11:45Z,2026-03-20,3,74000.0,P,0.016,0.017,0.0166,74198.38,0.5306000000000001,-0.4673,0.00012,24.97872,104.0,87.6
2026-03-17T17:11:45Z,2026-03-20,3,74500.0,C,0.0155,0.016,0.0158,74198.38,0.5246999999999999,0.47246,0.00012,25.0032,71.4,58.5
2026-03-17T17:11:45Z,2026-03-20,3,74500.0,P,0.0195,0.0205,0.0198,74198.38,0.5246999999999999,-0.52754,0.00012,25.0032,12.8,29.2
